Tweets,tweet_date,User_location,Clean_tweets,Sentiment,hours,date,location,point,latitude,longitude,altitude
"Here is the real life AVENGER.. 
@SonuSood  ?? 
.
.
.
#SonuSood #IndiaFightsCorona  #avenger #superhero https://t.co/SRmnJbYfEE",2020-05-27 18:53:26,,here real life aveng #sonusood #indiafightscorona #aveng #superhero http srmnjbyfe,Positive,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
Can we have more of #SonuSood in India. Cloning him perhaps will help us become a better humane society. The imageÂ https://t.co/QOs4nULyE8,2020-05-27 18:52:41,"New Delhi, India",#sonusood india clone perhap help becom better human societi imag http nuly,Positive,18.0,2020-05-27,"New Delhi, Delhi, India","(28.6141793, 77.2022662, 0.0)",28.6141793,77.2022662,0.0
"RT @NeerajKumarJad1: D64 of #IndiaLockdown. Honour your Gods, Love your family and defend your country. Follow social (physical) distancingÂ",2020-05-27 18:52:33,Noida,#indialockdown honour god love famili defend countri follow social physic distanc,Positive,18.0,2020-05-27,"Noida, Dadri, Gautam Buddha Nagar, Uttar Pradesh, 201301, India","(28.5726442, 77.3547609, 0.0)",28.5726442,77.3547609,0.0
"RT @MoHFW_INDIA: #IndiaFightsCorona

Face-cover is good for maintaining personal hygiene. Wear it all the time and protect yourself and othÂ",2020-05-27 18:51:09,"Hathras, India",#indiafightscorona face cover good maintain person hygien wear time protect,Positive,18.0,2020-05-27,"Hathras, Uttar Pradesh, India","(27.57324325, 78.11173866751716, 0.0)",27.57324325,78.11173866751716,0.0
"RT @NeerajKumarJad1: D64 of #IndiaLockdown. Honour your Gods, Love your family and defend your country. Follow social (physical) distancingÂ",2020-05-27 18:48:47,"Ghaziabad, India",#indialockdown honour god love famili defend countri follow social physic distanc,Positive,18.0,2020-05-27,"Ghaziabad, Uttar Pradesh, India","(28.711241, 77.4445372, 0.0)",28.711241,77.4445372,0.0
"RT @QatarStories: Air India will shortly shift to direct ticketing to facilitate bookings abroad . @DrSJaishankar 
@IndEmbDoha 

#VandeBharÂ",2020-05-27 18:48:45,"Badlapur, India",india shortli shift direct ticket facilit book abroad #vandebhar,Positive,18.0,2020-05-27,"Badlapur, Jaunpur, Uttar Pradesh, 222125, India","(25.895924450000003, 82.43771622957613, 0.0)",25.895924450000003,82.43771622957613,0.0
"RT @NeerajKumarJad1: D64 of #IndiaLockdown. Honour your Gods, Love your family and defend your country. Follow social (physical) distancingÂ",2020-05-27 18:47:34,"??????, (????? ??????) ????",#indialockdown honour god love famili defend countri follow social physic distanc,Positive,18.0,2020-05-27,,,,,
"D64 of #IndiaLockdown. Honour your Gods, Love your family and defend your country. Follow social (physical) distancÂ https://t.co/s0HO9bb24M",2020-05-27 18:45:48,,#indialockdown honour god love famili defend countri follow social physic distanc http,Positive,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @halfcircles1: The second webinar organised by Modify Foundation and HCMPL on 'Life after Lockdown' was a huge success. Subject experts,Â",2020-05-27 18:44:13,"Lucknow, India",second webinar organis modifi foundat hcmpl life lockdown huge success subject expert,Positive,18.0,2020-05-27,"Lucknow, Sadar, Lucknow, Uttar Pradesh, 226019, India","(26.8381, 80.9346001, 0.0)",26.8381,80.9346001,0.0
"Fight Corona Virus and not Corona Patient!!!

Be kind to each other, only solidarity is the tool in humanitarian crÂ https://t.co/43jhflcYcK",2020-05-27 18:43:16,Delhi,fight corona viru corona patient kind solidar tool humanitarian http jhflcyck,Positive,18.0,2020-05-27,"Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006, India","(28.6517178, 77.2219388, 0.0)",28.6517178,77.2219388,0.0
"RT @MichaelDabhi: Good News!!

According to a report by @WHO, IndiaÂs Death per lakh population is amongst the lowest in the world. SalutinÂ",2020-05-27 18:42:47,Ahmedabad,good news accord report india death lakh popul amongst lowest world salutin,Positive,18.0,2020-05-27,"Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India","(23.0216238, 72.5797068, 0.0)",23.0216238,72.5797068,0.0
"RT @INUnPlugged: Remember them? Modi washed their feet during election. They donÂt have food to eat during lockdown. 
#BycottBJP #indiaFighÂ",2020-05-27 18:38:49,"machkhowa, guwahati, assam",rememb modi wash feet elect they food lockdown #bycottbjp #indiafigh,Positive,18.0,2020-05-27,"Machkhowa, Guwahati, Kamrup Metropolitan, Assam, 781015, India","(26.1755052, 91.734023, 0.0)",26.1755052,91.734023,0.0
RT @narendramodi: A young girlÂs message to her father. Do watch. #IndiaFightsCorona https://t.co/gF7ZVNzGVb,2020-05-27 18:38:07,India,young girl messag father watch #indiafightscorona http zvnzgvb,Positive,18.0,2020-05-27,India,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,0.0
"RT @PIBHomeAffairs: #IndiaFightsCorona

Below is a list of state and Union Territory-wise public helpline numbers for #COVID19.

Please shaÂ",2020-05-27 18:37:58,India,#indiafightscorona below list state union territori wise public helplin number #covid pleas,Positive,18.0,2020-05-27,India,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,0.0
"RT @theashisharya: But best CM says everything is fine in Mumbai, sheer misgovernance as city is collapsing  !!! 
#Maharashtra
#MahaMess
#IÂ",2020-05-27 18:35:56,,best say everyth fine mumbai sheer misgovern citi collaps #maharashtra #mahamess,Positive,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @RailMinIndia: Indian Railways operationalises 3274 ÂShramik SpecialÂ trains till 25th May, across the country and transports more thanÂ",2020-05-27 18:35:35,,indian railway operationalis shramik special train till across countri transport,Positive,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
RT @ajaydevgn: The sensitive nature of the work that you are doing with sending migrant workers back to their homes safely is exemplary. MoÂ,2020-05-27 18:35:03,,sensit natur work send migrant worker back home safe exemplari,Positive,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @MoHFW_INDIA: #IndiaFightsCorona

Face-cover is good for maintaining personal hygiene. Wear it all the time and protect yourself and othÂ",2020-05-27 18:33:52,,#indiafightscorona face cover good maintain person hygien wear time protect,Positive,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @rajivsingh275: @DhirendraGBN Sir, Mr Saurabh, Zee media employee resident of Ace City
has been tested Negative as per latest news.  NowÂ",2020-05-27 18:33:00,"Greater Noida, India",saurabh media employe resid citi test neg latest news,Positive,18.0,2020-05-27,"Greater Noida, Gautam Buddha Nagar, Uttar Pradesh, 201310, India","(28.4670734, 77.5137649, 0.0)",28.4670734,77.5137649,0.0
RT @PRK_Trends: Be Home n Be Safe @PuneethRajkumar #IndiaFightsCorona https://t.co/rjionV8WGo,2020-05-27 18:32:34,"Hyderabad, India",home safe #indiafightscorona http rjionv,Positive,18.0,2020-05-27,"Hyderabad, Telangana, India","(17.38878595, 78.46106473453146, 0.0)",17.38878595,78.46106473453146,0.0
RT @PRK_Trends: Be Home n Be Safe @PuneethRajkumar #IndiaFightsCorona https://t.co/rjionV8WGo,2020-05-27 18:31:41,,home safe #indiafightscorona http rjionv,Positive,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @LavekarBharati: Our Volunteers Providing Essential Services By Distributing Food , to Needy People in #Versova_Vidhansabha who are highÂ",2020-05-27 18:31:26,,volunt provid essenti servic distribut food needi peopl #versova vidhansabha high,Positive,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @DCKamrupMetro: Screening and Swab collection in process of passengers arriving via flights at Kiranshree Grand. 

#IndiaFightsCorona
#AÂ",2020-05-27 18:31:11,,screen swab collect process passeng arriv flight kiranshre grand #indiafightscorona,Positive,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @DCKamrupMetro: Passengers arriving at LGBI airport Guwahati via flights arrives at Kiranshree Grand for Screening and Tests. 

#IndiaFiÂ",2020-05-27 18:31:01,,passeng arriv lgbi airport guwahati flight arriv kiranshre grand screen test #indiafi,Positive,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @LavekarBharati: Our Volunteers Providing Essential Services By Distributing Food , to Needy People in #Versova_Vidhansabha who are highÂ",2020-05-27 18:30:59,,volunt provid essenti servic distribut food needi peopl #versova vidhansabha high,Positive,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @QatarStories: Air India will shortly shift to direct ticketing to facilitate bookings abroad . @DrSJaishankar 
@IndEmbDoha 

#VandeBharÂ",2020-05-27 18:30:35,Bahrain,india shortli shift direct ticket facilit book abroad #vandebhar,Positive,18.0,2020-05-27,البحرين,"(26.1551249, 50.5344606, 0.0)",26.1551249,50.5344606,0.0
"RT @LavekarBharati: Our Volunteers Providing Essential Services By Distributing Food , to Needy People in #Versova_Vidhansabha who are highÂ",2020-05-27 18:30:34,,volunt provid essenti servic distribut food needi peopl #versova vidhansabha high,Positive,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"#IndiaFightsCorona
India is putting up a good fight against COVID-19. Within a short span of two months, India hasÂ https://t.co/6VQp1bA7Uh",2020-05-27 18:30:27,,#indiafightscorona india put good fight covid within short span month india http,Positive,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"#IndiaFightsCorona
Given the huge demand for face masks, Indian Khadi face masks are set to go global.  The KVIC wiÂ https://t.co/VisYsSJell",2020-05-27 18:30:23,,#indiafightscorona given huge demand face mask indian khadi face mask global kvic http visyssjel,Positive,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"#IndiaFightsCorona
The Modi Govt relaxes visa and travel restrictions imposed in response to COVID -19. Certain catÂ https://t.co/APehv6MtLM",2020-05-27 18:30:14,,#indiafightscorona modi govt relax visa travel restrict impos respons covid certain http apehv mtlm,Positive,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"#IndiaFightsCorona
IndiaÂs economic fightback during COVID-19 is spectacular. Stabilizing the economic systems, RBIÂ https://t.co/V3HivWguqm",2020-05-27 18:30:10,,#indiafightscorona india econom fightback covid spectacular stabil econom system http hivwguqm,Positive,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"#IndiaFightsCorona
The Modi GovtÂs approach to breaking the chain as well as to provide better health care is workiÂ https://t.co/615zgwhOyT",2020-05-27 18:30:06,,#indiafightscorona modi govt approach break chain well provid better health care worki http zgwhoyt,Positive,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @DDNewslive: #IndiaFightsCorona

Latest figures in India as on 27 May, 8 AM:

Active cases: 83,004
Cured/Discharged: 64,425
Migrated: 1Â",2020-05-27 18:28:48,"Ahmadabad City, Gujarat",#indiafightscorona latest figur india activ case cure discharg migrat,Positive,18.0,2020-05-27,"Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India","(23.0216238, 72.5797068, 0.0)",23.0216238,72.5797068,0.0
"RT @LavekarBharati: Our Volunteers Providing Essential Services By Distributing Food , to Needy People in #Versova_Vidhansabha who are highÂ",2020-05-27 18:28:26,,volunt provid essenti servic distribut food needi peopl #versova vidhansabha high,Positive,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @LavekarBharati: Our Volunteers Providing Essential Services By Distributing Food , to Needy People in #Versova_Vidhansabha who are highÂ",2020-05-27 18:28:22,,volunt provid essenti servic distribut food needi peopl #versova vidhansabha high,Positive,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @theashisharya: But best CM says everything is fine in Mumbai, sheer misgovernance as city is collapsing  !!! 
#Maharashtra
#MahaMess
#IÂ",2020-05-27 18:28:19,"Khopoli, India",best say everyth fine mumbai sheer misgovern citi collaps #maharashtra #mahamess,Positive,18.0,2020-05-27,"Khopoli, Khalapur, Raigad, Maharashtra, 410203, India","(18.787747, 73.3438185, 0.0)",18.787747,73.3438185,0.0
"RT @HPCL: #COVID19 times requires us to take special care of each other. On same lines, our #DriveTrack Plus offers an insurance cover forÂ",2020-05-27 18:28:14,,#covid time requir take special care line #drivetrack plu offer insur cover,Positive,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @LavekarBharati: Our Volunteers Providing Essential Services By Distributing Food , to Needy People in #Versova_Vidhansabha who are highÂ",2020-05-27 18:27:52,,volunt provid essenti servic distribut food needi peopl #versova vidhansabha high,Positive,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @LavekarBharati: Our Volunteers Providing Essential Services By Distributing Food , to Needy People in #Versova_Vidhansabha who are highÂ",2020-05-27 18:27:47,,volunt provid essenti servic distribut food needi peopl #versova vidhansabha high,Positive,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
RT @ajaydevgn: The sensitive nature of the work that you are doing with sending migrant workers back to their homes safely is exemplary. MoÂ,2020-05-27 18:27:08,"Kolkata, India",sensit natur work send migrant worker back home safe exemplari,Positive,18.0,2020-05-27,"Kolkata, West Bengal, India","(22.54541245, 88.3567751581234, 0.0)",22.54541245,88.3567751581234,0.0
"IndiaÂs economic fightback during COVID-19 is spectacular. Stabilizing the economic systems, RBI has granted an unqÂ https://t.co/V21sLKDYff",2020-05-27 18:26:31,"Bengaluru, India",india econom fightback covid spectacular stabil econom system grant http slkdyff,Positive,18.0,2020-05-27,"Bengaluru, Bangalore North, Bangalore Urban, Karnataka, India","(12.9791198, 77.5912997, 0.0)",12.9791198,77.5912997,0.0
"RT @LavekarBharati: Our Volunteers Providing Essential Services By Distributing Food , to Needy People in #Versova_Vidhansabha who are highÂ",2020-05-27 18:25:50,,volunt provid essenti servic distribut food needi peopl #versova vidhansabha high,Positive,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
